Video ID,Author,Comment,Label
sBuYrv_W1hM,@DPDiasporaPatriotike,pusho o blendi lere flase artani beje lehi qeni grek,1.0
HxuCXIgilFc,@feratiyzedin6469,artani mir kaeshte patriot por provoni thoni nje fjale edit ose organeve ligjevenese shikoni se cfare pergjigjie do merrni zoti shet tellalli se jep beleri duht ishte ne burg,1.0
2MYQBaog-d4,@albertkola4672,gazetare nderuar rudina xhunga njerez ftuar ana juaj na detyroni gjejme kohe ju ndjekim respekte,0.0
2MYQBaog-d4,@gonter875,hidhini sy hartës së universiteti gjerman antikiteti në zezë fiset greke në kuqe fiset ilire shqiptar por nëse sinqertë është tokë greke në kohët lashta na pëlqen por është vërteta,1.0
zPRIW50IYGU,@llokimemeti1735,kush ke tallet,0.0
CMPqrA5suRo,@idajetkala4351,ky vend nevoje per heroj ju herojt mbeten dua per trimerine,0.0
CMPqrA5suRo,@tirans,nje bravo topit qe mundesoi thuash gjitha keto qe gjith shqiptaret din po shum guxojn flasin tani duhet ruesh se po lufton gjarprin,0.0
c7b74Ex-kCA,@erjonyzeiri2732,erren syte kur shoh keto laviret lsi tani ne kualicionin bashk han m,1.0
HxuCXIgilFc,@user-oo3ym7rc2f,ju lumtë dritan hoxhatë kërkojëzbulojë hetohen spiunët dalin para drejtësisë tëshpëtojë drejtësija shqipërija,1.0
gG62Vu4qwsk,@rey6253,ktij boles vec ftyren shihi kupton ca shtremani eshte vk merrni po nxirreni jashte,1.0
st4nul77_Oc,@user-tm3jp5mh8p,pler njeri ky hoxha kan bo presion ato sali berishes,1.0
Y94GQrRkaGY,@unitedkingdom10,sa mir va bani,0.0
jOI5vUWJbPk,@dylibaba792,zidaet popull pakultur ndeshkimiprandaj kto jane ber shehik ne kte shtetku populli thjesht vuan per nji cop buke,1.0
ul_GJAU6e-g,@etnalutt3492,tani kuptohet dociopat ftyre komb,0.0
zPRIW50IYGU,@edmondlevenaj5349,pare bravo,0.0
HrDU5SxepBA,@jetaal6792,shumm bukur bravooo,0.0
ul_GJAU6e-g,@vjollcandrekaj7662,grida shpif ate aneshmerine intervistespo trego moj njehere profesionalizem trego cfare interviste po ben jetes apo zesh mat ate miniken tende mekanizuar mllef,1.0
SDxqL7L2Ivo,@vinnyterra64,nivel qesharak debtati gazetare nivel ulet pyetje polemike perballe kane nje kryeminister qe ben monolog ne perfundim shikuesit nxjerrin dot konkluzion pasi qellimi emisionit eshte jete sa shume populist,0.0
CMPqrA5suRo,@vladimirhazizaj7665,bravo zoti beqirijan gjitha verteta ato thuameta eshte super hajdut,1.0
9ivr3YoZmCo,@user-md5sf4ef8o,keta politikanet jane papagalle vetem flasin cfare duan vetebravo gazetaret,0.0
8e1U-sfyaXs,@dv7366,mbase qen baxhell,1.0
2MYQBaog-d4,@sefermorina675,respekt per shokun deliver gogjaj po flet verteten,0.0
f6EPrj5Jjns,@dafinabakollari2103,shikojme pasurite tuaja po more amerka do denoje politikanet tane non grada per berishen per meten skeni turp,1.0
d8eRvVLfsnI,@Haduzlimani,luca baxhelle,1.0
2MYQBaog-d4,@sofosmexis8651,eshte paktet qe kuptohet shqipja respekt,0.0
zPRIW50IYGU,@ernestetnik681,ed rama mjeshter prit,0.0
CMPqrA5suRo,@user-ti4xh7fz6y,ky poshtersi superhajdut skrapari paauri rreth miliard dollarevriteni o popull,1.0
WDk0jy-CiLs,@drwho9055,po jurispodenca do jet gjysmake letërsi gjyqtar apo avokat nse munges letrare ai shtë hendikepuar sa letrar jet intelektual aq m ekspert do jet në lëmin zoti shqiptar lexim lexim do lexim,1.0
2MYQBaog-d4,@ymerxhepa4678,zotria për qind flet drejt,0.0
st4nul77_Oc,@metishkup,ju dini qe rai perhere qene pagaur mafia italaine per shantazhuar kercneuar qeverin politiken italise akoma rai merreni ju eshte dora fundit media ne itali,0.0
NE__Imj_Sv0,@user-by6oy6xn3p,shkullak sala rrahu degjo digjeneroj shave njeher rama ste boo gje rama rama ngele,1.0
wNU59vgr6mk,@AAAAAA-ms7fq,mund vjedhin familjaret ne qese paditur zoti shtepis prandaj velija duhet jap dorheqjen tregohet europian por shtrohet pytja kush zevendesoj djathtit jo jan per ate pubn,1.0
zPRIW50IYGU,@majlindahazati8463,edi rama bravo,0.0
J5Cg86mX9kc,@marktanushi8921,ju rrofsh bolet malokutlezhjanit neshpetim koqja psefto patriotti çam shqiptarje thjeshte nje politikan butheshitur dredharak,1.0
c7b74Ex-kCA,@nazmijesulce2800,ne varr gezofshi femij muilka meta saliu familjarisht gjith ata qe kan vjedhur,1.0
DO6VjP2rIu8,@sadievellue455,shqiptart gjor vetem percarja su ben kurr reheat nje njeri nje grup vogel tallet mbar popullin shqiptar,0.0
HxuCXIgilFc,@PetroMekshi-ex3fb,o artan bekoft zoti madh se flet verteten,0.0
HxuCXIgilFc,@saimirshabani8802,bravo artan futia gote kokes,1.0
f6EPrj5Jjns,@shijaku4516,ilir meta mona sali berishaduheshin arrestuar para vitesh tani sht shum vonskta t duhen t prfundojn çausheskukta plera,1.0
l2TYc4sf9dw,@adelasimoni6359,l,0.0
2MYQBaog-d4,@lhommedesbalkansgentlemanp7088,lavdi ne shekuj enver hoxhes,0.0
xzIKCYl4z38,@user-um7rb2br2o,merreni vareni per koqesh kete zorren,1.0
zjR9BPAt-jo,@user-ds9yc4gs3w,o zonje nderuar ajo qe ben agaci esht ne shtetin italjan kerkon qe denuarit shlyje denimin ne shqipri ktu pastaj ne shtetin ton ne ministri drejtesis vjen kerkesa pranoni kte denuar vije ne shqipri ktu hyn agaci shperblim leku kerkesa pranohet vendi jon iku nje levizje dy pastaj gjdo transferuar shtetet jtera ne vendin origjines drejten beje revizjon proqesi qe do thon behet nje gjygj gjykohet se denuar ne gjdo aspet ligjor ashtu duhet kta tan marrin ca lek thon jo ky esht denuar ne shkellje disa pikave qe ligji denimet vjeqare ben os vjeqare dalin burgu ok zonje ne vendin ton bejn burg apo vjet burg njerez qe skan ber krim per nje denim till por duhet plotesojn numrin gjykime denimeve qe gjygjtar prokuront japin se leket kan marr tjeret,1.0
zPRIW50IYGU,@ermirakasa4924,saliut,0.0
2MYQBaog-d4,@KUJTIMMEHMETI-ee9hw,zoteria qe flet per konferencen paqes ne paris flet nje militant spiuno komunist enver hoxhes ne konferencen paqes ne paris enver hoxha ndejti vetem nje muaj ne konference largua delegati grek britanik propozuan ne konference qe kufiri grek arrinte deri ne lumin shkumbin por ishte qendrimi prere shba qe ky propozim pranohej konferenza vendosi qe propozimi grek hidhej ne votim vota pro kunder tre abstenime propozimi greko britanik pranua shqiperia mbeti perseri ne kufijte peshen konferences mbajti patrioti intelektuali kahreman ylli ishte per enver hoxhen kufiri sot ne vitin do ishte ne brigjet lumit shkumbinenver hoxha qene mbetet apokalipsi shkatarrimi shqiperise popullit shqiptar,0.0
8e1U-sfyaXs,@diananajkolli4440,ca cuni bravo,0.0
zPRIW50IYGU,@ffemiljano8891,burr shteti,0.0
l2TYc4sf9dw,@evamerja5701,madhi zoteri ne funde paska kuptuar korruptuarin berisha,0.0
zPRIW50IYGU,@brunarotaru1243,para delinda eshte bere bajate farena hapi barkun servile ne kulm gjithe por kte dhi deri ne gryke dyta njohim gjithe kryeministrat botes kane karakter burreror mbajne postin dinjitet po ky joni arrogant mendjemadh qe duket vetja skenderbeu qe arrin maj thoit skenderbeut jo therrasin ashtubej per popullin o edi leri pordhet se skemi ku shesim vet treta bravo albano ja ke dhi komplet ed karagjozit uroj qe fitoj zgjedhjet ai qe mendon per popullin jo per vete pace and love,1.0
HxuCXIgilFc,@inaginag6333,artan hoxha nje hero kobit shqiptare hallall qumshti nenes qe ke rritur edukuar nje trim vertete respekte shume,0.0
HxuCXIgilFc,@EriShima-ek1jk,hallall taniky ësht shtet degjeneru politika drejtesia mediat kan rën ne duar grekut serbit rusit turkut tradhtarët kombit shqiptar kan shekuj qe paguhen armiqt tan per sherby djajveshqiperia duhet uli kurr koken per tju nenshtru atyre qe na kan coptuar ne pjes shum her kan tentuar na zhdukin fare komb harta europianehiqni dor servilizmat pazaretflamuri gjaku atdheu shiten hec perpara taniçirrja masket ktyre felliqësirave qe shesin njerzit shpis per para,1.0
jOI5vUWJbPk,@banushibraliu9771,korruptuarit pranojne asgje zoti beqiri kur gjona jane fakte,1.0
d8eRvVLfsnI,@iposhtri,lumte goja o gjergj se keta bejn petullat uje duke llomotis fjale fjale fjalenderkoh qe ky vend siç the nevoj per pune pune rrespekt,0.0
st4nul77_Oc,@pellazgbejleri1658,ore ato plakat dimrit për inat ramës ju poshtëroni shqipërin turpë tu vij ore lëreni ramën mbroni shqipërin,1.0
PUyqWp5V3sE,@user-tm3jp5mh8p,bravo artan hoxha perplasja ne fytyr,1.0
WDk0jy-CiLs,@user-wo1zr2ul3i,znjgrida kaq problemper tmos levizurduartnuk mbene pershtypje mimikapor duartegjymtyret sipermethemi per gjerat qedukene cfare duketnenkuptohet,0.0
c7b74Ex-kCA,@kadrienasufi8662,liijffkmmm nvn pll,0.0
HxuCXIgilFc,@sylejmanbytyqi2392,mit ne zid js ki asht pak,0.0
JD-tAYIpgaA,@albaniaelbasan9839,kamera verifikohet shikohet fshirje mn,0.0
J5Cg86mX9kc,@elba5427,mjaft o idrize moren veshcamcopancifut perdoret populli duke paraqitur besepor qe eshte gabuardiktatori vrau teme sekonu vrane gjithe komandantet cetaceans partizanetu vrane komandantet brigadavekulmi rriti ne eleminimin kryeministrit shqiperisemos eshte pakpopulli perjetuar dramen madhe shqiptareme emrin komunizem,0.0
J5Cg86mX9kc,@papicollaku6147,grek pusht,1.0
-IUyAKMtBWc,@andreaslilollari8526,pi ilacet paske dal oilir,1.0
SDxqL7L2Ivo,@user-ed5oj7jr4y,flet ate qe shkon micon hap piktura vjen ne himar ngre flamurin greek m kete rregullohet shqiperia nje dit vucic nje dit micon nje dit erdoganin,0.0
HxuCXIgilFc,@user-rf3lr1gd6b,ky pithi motres duhet largohet shqiprija ky moter qimi gjith keto moter qimat qe jane shitur greku ju qifsha motrat ketyre gjith greqis qifsha fsmiljet,1.0
0ujWdDWJ0Ck,@florifloriiin-yi5hd,o fejvzi ky asnje shanc shohe shen pjetrin se djajt dine mire ku kane vendin dua them nje vertete se ky dadhkaukuper bagazhi bie tek themrat ketij epitetet ndyra per jane minimale ky berisha meta tre burgime perjetshme justifikojne krimet qe kane bere po bejne kunder bashkombasve vet ky keta jane turpi zeza kombit gjithashtu do thoja se per nje fejvzi shum pak tek fejvzi po shum njerez qe duan shqiperine shqipetaret pres aq shum sa ju besoni keto figura ndyra keto sykalbur neveris gjithmone respekt artani shenkoll,1.0
HxuCXIgilFc,@Bonano666,o rrifeni ket qe mbeshtet pleren beleri,1.0
CMPqrA5suRo,@TheBWE,lumte avokat pergjegjesin rojeve ne krrabe arjan bishqemin kur vodh floriri ai zhduku se dinte qe vodhi iliri vrau fshatarin krrabes qe kaloi rastesisht gomar ai eshte jo vetem hajdut por vrases,1.0
HxuCXIgilFc,@sildademaj7126,keto jan cilsit heroit kombetar artan hoxha,0.0
HxuCXIgilFc,@GimiBibaj-yd7yv,bravo o mbreti shqiperis artan hoxha respekte,0.0
8e1U-sfyaXs,@m90t489,mire ishalla aqw,0.0
jOI5vUWJbPk,@skenderbaku4551,idajet beqiri esht nje nder avukatet kuraja paster nje avukat drejt guximshem ku der hajduteve ilir meta qe kane vjedhur pasurin kombetare hyre asnje gjembe ne kembe cfare pritet duhet arrestohen sa shpejte,1.0
l2TYc4sf9dw,@adrianokalaj6979,bravo ësht vertet burr,0.0
y-5Vl61eZmY,@world.369,respekte avokat nderuar spak akses marri informacion në gjithë botën nese ilir meta do hetohet seriozisht kan dal miliarda lekë shqiptarëve,0.0
8e1U-sfyaXs,@ivavulaj,bravo zoti do shperblej,0.0
9K0R8kWCauo,@user-ty9zf1wx6p,ndigjosh ramen pallavrat tijjustifikimet tijte vjen vjelleshke vjet qe vjedh mashtron tallesh kete popullje bo miliardesh para pista ky pervecse vjedh ky shkaterruar vendin ky vendin ne kosh ky do paguaj cdo qindarkeqe veria ministra kryetar bashkishdrejtore tjere jane ne burgsi mundesi qe drejton akoma,1.0
zPRIW50IYGU,@one_jo23,hahah o albano ca futme mire bere salen po mjer ata barbona qe votojn kte langaraqin kte drogaxhiun qe njef gjithe bota mafje,1.0
HxuCXIgilFc,@onyskt6488,qenga nje pickrop ky qe flet kot ky fytyr thata,1.0
9ivr3YoZmCo,@arsimrrafmani9991,politikanë leshi,1.0
zPRIW50IYGU,@vlorealbania5262,rama hallall,0.0
nVeCIbiouUk,@user-cf2yy7cz1d,palaço se ty,1.0
jOI5vUWJbPk,@saimirbehari7241,mendim tjetër niveli shumë ulët në diskutime ftuarëve në emisione televizive gjitha kanaleve televzive,0.0
WDk0jy-CiLs,@Koli-ed5ic,ky kujton nje personazh kadarese qe kur kethehej per pushimet shkolles tirana ne fshatu thoshte fshatareve se bere dashuri gocat yje tiranes,0.0
CMPqrA5suRo,@rudineti7099,populli iqet zvarr per nje kor buksamezi hamkurse keta tallinbskan car bejn qejfitje math o avukati mbytet zollumi keta gjithdalcin drejtat popullitqe po vuajn shum,1.0
J5Cg86mX9kc,@mylazimngucaj3287,po o mut qelbur ça ke,1.0
PUyqWp5V3sE,@accmng,respekte per marin sulin qenka burre mencur,0.0
D3_B8kKmUjc,@agrondyrmishi9451,lumt rait diskrititon qeverisjen shqiptare në vjet hajni hapur lezet bravo mari vesh bota se edi rama ësht tjetër ajo shikojn në studiot botës hero shqipris ikin syt këmbët se skan rrug kazan plerash pra shtëpis uji pun ambulanx në lagjen shkoll ikin se na bër jetën ferr ky edi tëngërllikut në studiot botës për mënçurit japi mënd botës po ne sna vjen dëgjojm se na gënjeu në vjet qeverisje edi ramës jan hajni,0.0
J5Cg86mX9kc,@tonymediterranean1017,o majan flit mend jo inate,0.0
PUyqWp5V3sE,@vasilduka9392,ky fytyr patatja do tregoj artan hoxhes respekte per hoxhen,0.0
c7b74Ex-kCA,@astrittollovina5807,gjakpiresit,1.0
l2TYc4sf9dw,@gjystinalekaj.8704,o gjergj po ku ke shku tek kyky ste len fol,1.0
-cxDsZlfQQo,@labesafi,o qeroz pyete meten thote se ndihmoj hajdutet vidhnin pronat ne palas pyete sa moren iliri saliu,1.0
yhNUAnnIcMo,@user-ti4xh7fz6y,ky do varur kokposhte atje tek hekuri ku ngjitet majmun,1.0
SDxqL7L2Ivo,@naileshahaj4495,koken fatemerdes jo brinjetptuu palaco kurdisursi turp flet apo,0.0
JD-tAYIpgaA,@henecapoj9609,jep shtjelme në prezencë forcave policisë,0.0
mYFcmLX4mUc,@argitalashi190,besh pazar nenenharram qumështi saj,0.0
HxuCXIgilFc,@user-lg3ud9zd6g,mbylle gojen degjo tanin or budalla,1.0
2MYQBaog-d4,@njazi.shehaj.6373,legen legen portalibudallenje ata qe besojne,1.0
SDxqL7L2Ivo,@expressmasonrypavingllc5414,bravo edo shpori keta sahanlepirsat,1.0
HxuCXIgilFc,@user-mb4qo3rw4v,bravo ton hoxha,0.0
JD-tAYIpgaA,@kosem-km1yh,ky nje yllemore jahuuueee cvete thuajjane fare plako fate leshiiite bie ne dereeee mose ore zote madheeemossseee,1.0
CMPqrA5suRo,@zogauka-kp7ox,kujdes avokat se ky hajdut eshte rrezikeshem,1.0
PUyqWp5V3sE,@sotirikiriai1847,bravo artan hoxha,0.0
JD-tAYIpgaA,@vlorevlore8521,ty tekani m neshi or avumut,1.0
2MYQBaog-d4,@heltonselfo4321,lind nena ai burre mereni vesh o shquptar,0.0
l2TYc4sf9dw,@user-cf6fp2vd2r,mban qeni breke o luceti qen ke lindur qen do vdesesh,1.0
JD-tAYIpgaA,@edlirakasimi5073,lane nam,1.0
HxuCXIgilFc,@dimitrisbrahos5987,pak sinqerte shume arrogant o artan hoxha,0.0
CMPqrA5suRo,@shefikoyzeiraj1290,harroni leket qe mblidhen vit per vit ne malin tomorrit mereshin helikopter ilir meta,0.0
8e1U-sfyaXs,@jimmyk6662,mor djalke gazetari eshte njeshke respekte,0.0
XmB6OyA7iQU,@Grazias_Dios,respekt per kalvarin vuajtjeve zotnise ju sugjeroj shkruani nje liber do ishte nje histori shume interesante perendimi pak informacione per kaluaren zeze komuniste shqiperise librat qesharake ai lea ypit tregojne vertetesine vertete makabres komuniste shkruani historine tuaj zotniju uroj shendet gjithe mirat,0.0
HrDU5SxepBA,@kjuirteerdserty9618,ua sjelle sipas kerkesen suaj o fare flliqur thene qe eshte mish brazili ju deshet kaloni ashtu kalohet ne dogane nese ai shet ne kosove tregon origjinen braziliane atehere eshte gabim,1.0
gG62Vu4qwsk,@ermiraisufaj2324,ik o patate rropqir,1.0
c7b74Ex-kCA,@klerjusmaka5315,une shaj dot se kta ngren pire derri kur kan qen zgjedhjet,1.0
nVeCIbiouUk,@dinamiku,po pra po shqipri esht tabela greke o gomar,1.0
NE__Imj_Sv0,@ilirkrasniqi82,ky nasho esht qen lehes like floririt qa zemra zdromsit bohet her ambasador po ska mo qofte ke daja qe ju zgjidhte hajduti juaj sipas interesit iku ajo kohe kthehet populli shpetoj ju gjakpires o byth lepiresi metes,1.0
FtBcuwX8j_0,@nduendoj8620,o ju ja rroshi bythen veliut ne krye kelliqin,1.0
SDxqL7L2Ivo,@sbpresaspaho5894,himara është shqiperi jane shqipetare kethehen ne grekesepse duan marin pensoone ndihmaaaaaa,0.0
l2TYc4sf9dw,@bertibendaj780,o luc sa keqe ushprhe por the verteten qe ishte partija malokeve,1.0
8e1U-sfyaXs,@user-xn4hr3iw1q,bravo zoti rujt kurr befshin opgj prokuroret gjykatsit,0.0
j7gBiTH3DIg,@user-nx3hu9rq8p,znjusha luarasi ishte berisha qe vuri ne rrjeshte deputete pd lsi dorzonin mandatet qy meta trim mbas kuvendeve ame rika,0.0
HxuCXIgilFc,@sarabega7774,bravo qoft dritan hoxa,0.0
l2TYc4sf9dw,@user-ri3jr2jt4i,kur tallet rakip gerneta,0.0
d8eRvVLfsnI,@Castriot1,o ikonat artit shqiptarndrekmimika luca,0.0
2MYQBaog-d4,@SamSamcat-wb6et,kta her per ngren privilegjet kurgja tjetersot kto kujton nostalgji gjori,0.0
zPRIW50IYGU,@Linda-et3lu,sa pare qe eshte ky kryeministri jone bravo kete radhe do fitosh se meriton,0.0
JD-tAYIpgaA,@sggo4488,shume djale mire eshte maja palo femer,1.0
d8eRvVLfsnI,@xhoanamani9288,o hallall boft zoti o zotri fiks ke,0.0
HxuCXIgilFc,@tonymalony8910,shum mir ja bone o tano gjejn kto plera qe ftojn ne studio,1.0
YhRDIGr3Ag0,@user-vt9kd8lf5z,kancerri zene mallkimet ketij populli,1.0
xzIKCYl4z38,@vladimirsofa8624,mor vjen turp se flet ky asht korroptumi ne shqipëri,0.0
c7b74Ex-kCA,@lefisallata206,ju qe beni kte emision financuar inceneratoret shiko miljarda vjedhura rama po qepeni ketyre per mije eurorama mije euro merr doza ne nje vitju hodhi ne gjyq mona per shpifje sepse nje televizione financuar kultet sorros,0.0
JD-tAYIpgaA,@zefjuncaj9043,advukat ma idiot se kyt beqir kin ska shqiperia ky per lek hip lle nes vet tyrp,1.0
CMPqrA5suRo,@nallbanilindita2893,mushkat kane pjelle gjithemone,1.0
xzIKCYl4z38,@samuel-brawlstars6306,bir selmani nenes ke qaj per,0.0
0ujWdDWJ0Ck,@albst2591,z km elektorati ju respektuar ju formacionin politik qe ju kryesoni mandate gjitha gjasat do vendosi pozitivisht per mandatin por une simpatizante socialiste mund pranoi qe pergojohet ofendohet nje formacioni politik qe eshte shpresa vetem qe shqiperia instalohet plotesisht ne perendim ps formacioni madh ku rreth saj jane grumbulluar shumica pjesa ndershme shoqerise shqiptare moderatori fevziu fodull manjak per qene protagoniste cdo kusht per demostruar diturite ekselente per lene pershtypjen gazetarit mencur tek shikusit ju keshillon ju se duhet silleni bashkepuntoret tuaj pra percakton normat sjelles brenda gjirit partise socialiste ky eshte nje provokim ulet peshtyre nje pinjoll ish bashkpuntoreve fashizmit papranushem qe asgje perbashket etiken statusin gazetarit kunder pergjigja juaj z rama personalisht mjafton duhet kishe braktisur menjeher studion para dy ditesh ne nje komentin tim permendur shprehjen popullore deri do plumb bfevziu eshte nje der mediatik v pak ashper se eshte here dyte qe bej vrejtje per kete felliqesire shendet pune mbare z rama pensioni im mbetur ne klase lek reja,0.0
HxuCXIgilFc,@adriatikskenderaj1457,bravo mor djal,0.0
9K0R8kWCauo,@ermircenaj4922,ikkkk one burdolla tiii kryeminister oooo turpaxhi,1.0
CMPqrA5suRo,@lela8405,njerëz pashpirt ky çifti metadhe kryemadhsimëndjemëdhenjju lumt avokat,1.0
8e1U-sfyaXs,@Bullyworks33,ndron fjalete gazetari legen per tja cjer avash avash burgosurit,0.0
zpMKoC-B7w4,@ibraimzaimi6758,roft tik toki zoti mbroft,0.0
2MYQBaog-d4,@stefanostzarmpas3944,po ku merr vesh ajo o gjeneral ajo eshte kalama po gjithe moshataret saj ku dine ata cudheheqes ishte enver hoxhasa patriot sa dashur popullinsa trim zgjuar prere armiqte shqiperise ku ishte ajo diktature kur ne cdo shtune ne qytet apo ne fshat kishim mbremje vallezimikinemateatere llojlloj organizimepune sa doje punesia zero ishim gezuar gjithe tani jane shkretuar gjitha vete ne fshat shikon veta ose veta gjithsej demokraci vrasese vetem per njerzit ligj vrases cfrytezus,1.0
2MYQBaog-d4,@KostandinShella,enveri vjen kta shkatruan vendin,0.0
CMPqrA5suRo,@remogolemi8741,bravo avukat po kuptoj kushet ky qe kaq trim,0.0
NE__Imj_Sv0,@nexhatimeray195,o shullak fole per cdo sekond nderpret tjeret sa idjot rr k su ngope poshtersit kohes rrespekt per irisi argument llogjik bindse kashi ppagallve,1.0
WDk0jy-CiLs,@luliosmani6830,bravo avokat vertete askush,0.0
2MYQBaog-d4,@besomucaj9236,po tani qe shqiptaret jan laro rrugve evropes vajzat bejn prostitute neper evrop fundurina ne koh enverit punoje jetoje ne shqiperi,1.0
2MYQBaog-d4,@kujtimmara373,eshte vertete greqia sulmua shqiperia kan qene bashke ushtar shqiptar italian ne drejtimin gjeneral spiro mojsiut qene xhaxhai im,0.0
JD-tAYIpgaA,@minnafati3215,mashtrus burr,1.0
c7b74Ex-kCA,@gertdjali007,ju pergezoj per kete dokumentar shum interesant valle bej sulmin ndaj top channel ne gaboj ky dokumentar publikua jave pas sulmit,0.0
XmB6OyA7iQU,@hesatkrasnici8702,nje burr briljant mua paska rastis shof kaq njeri transparent realist duke then gjerat hieshuar zoti dhasht shendet jet gjat keti xhaxhit mrekullueshem,0.0
2MYQBaog-d4,@shefqetthartori3684,brave dylaver nëga njerzit mirët kombit tonshqipëtar ekuptoj nëga këta njerzë çuditshme flasin sotë për sotë nukë flasin për brezet do vijnë por flasin sot përsot është evërteta enveri emorishqipërim morta muçaleshtëpije thupra kashtë mjeksi bahesh llafe ashtë sumë vërteta enveri bëro shqipërin shtetë ma modern nëbotë la floririn nëpërtunelat për shqipëtarët jopër anti shqipëtarët,1.0
CMPqrA5suRo,@er-op3my,avokati thashethemeve,1.0
d8eRvVLfsnI,@sbpresaspaho5894,sako drejtë se vërteta,0.0
jOI5vUWJbPk,@tzimismetsi2489,nderuar zoti avokat meriton shum teper,0.0
l2TYc4sf9dw,@gentjanulluri7441,edi rama o fat nfatkeqesi nese naj lider ndertu shqiperin ndertu edi rama lider kalibrit boterore marshall tita dytë churchilli humb shum kosova qe di shfrytezoj aftesin ne diplomaci aftesit tija ne reformat ekonomike edi rama zevendesueshem,0.0
ul_GJAU6e-g,@bekihali5516,po ku ke shenjat se levat lën shenj ke improvizu ket gënjeshter ato erjonës qe ja lyen koken atyre pianecve boj kuqe prostesta qe ju beje kok turmes turruni vritini policet,0.0
yhNUAnnIcMo,@skendersulejmani3102,eh mor like harami doli lajte lesh mendja,1.0
nVeCIbiouUk,@gjonkamberaj3971,ça është pacavurre kërkon llogari km bulizon vrasësin bijve shqipërisë nderuar km o edo futja lapër shkoj goja shtremët,1.0
YhRDIGr3Ag0,@user-gg9nj7zb9b,bucen fute ne burg pleren,1.0
CMPqrA5suRo,@valentnastefa3773,qenka lindur hajdut ky kok lopa,1.0
c7b74Ex-kCA,@user-gi2mh4zy5q,falni herë besdis,0.0
jOI5vUWJbPk,@vasilvila6974,po shiti mo vertet esht kosovaret ne luft serbet ai furnizonte arme nafte serbet,0.0
nVeCIbiouUk,@drinidrini7839,urgjente ju lutemi shume zrama na hartoni nje draft statut per palestinen nevoja eshte shume madhe po ashtu vlere jashtzakonshme politike historike gjhithashtu nje nevoje tjeter po ashtu urgjente ne divjake kane rrembyer tre rojet fermes se patateve keqberes zones ju lutemi shume nderhyni qe kta tre roje lironi sa shpejt shpetojme fermen hajdutet faleminderit,1.0
c7b74Ex-kCA,@nazimedyrmishi6164,cojani ne cdo gje burge per femijet tyre fillojne jeten femijet gjithe shqiptarve,0.0
c7b74Ex-kCA,@dhuratameleqi2820,berisha fantastik flasin inati zilia tradhetia,0.0
HxuCXIgilFc,@Explozive900Pictures,taman ki fol artan,0.0
gG62Vu4qwsk,@prof.vladimirkosturi1441,do clirohen shqiptaret kta pseudopatriote dhunshem komplimente sekretari omonia quhet shtazeri shqiptare,1.0
gnq_bShXo60,@shpresamema3336,qqa car po degjojm,0.0
WDk0jy-CiLs,@Rrapushi-hr7ho,madh avokat ngjela,0.0
gG62Vu4qwsk,@toninsokoli3276,po merrni ne interviste kete tradhetar shqiptareketa harrojne se himara ashte himarojtevee sarandioteve vlonjateve gjithe shqiperisee kosovarevemos ndyni emisionin kete fytyre,1.0
CMPqrA5suRo,@user-zj2rg7th1l,po mir din kete tjetren qe ilir meta nje hec ne zllatine dibrese mbani mend kur thoshte tv se ilir meta shkon ne diber shkonte per hecin ne diber ne zllatine dibresprandaj duhet hetuar,0.0
J5Cg86mX9kc,@user-cd4fq2nf3s,ik o byth o manjani,1.0
c7b74Ex-kCA,@KostandinFraholli-pd2cn,feliqesira qe dheu do pranoje,1.0
HxuCXIgilFc,@Askushi172,qija robt ketij kurves o tan hoxha eshte pdse partise se alabakveapo kurv grek,1.0
HxuCXIgilFc,@shendqavolli2010,bravo bre mir ja ki bo artan hoxha,0.0
8e1U-sfyaXs,@user-fm5bx5yj3y,bravo gazetar zemër madhe,0.0
DO6VjP2rIu8,@nuredinberushi2377,edi rama dote dali fantazem,0.0
8e1U-sfyaXs,@user-tt3uz1ce4o,nje hero,0.0
8e1U-sfyaXs,@v.s2955,ajde gazetar ajde bravo vlla shum shpejt besojse ke per hecur shum,0.0
l2TYc4sf9dw,@leo.companygoldman2027,respekte do qe bizneset kesh ndertuar perderisa egsistojne ne ate vend aq eger aq itriga ju respektoje shpresoje zgjerosh shume bizneset jo vetem ne shqiperi por europe amerike se njerez ju mund punohet bashkepunohet faleminderit gjergj per kete interviste,0.0
VJKFRs1xGe8,@user-tr3ey6zm2y,kta jan fundrina hajdut t gjith,1.0
2MYQBaog-d4,@ylviekafellari8870,ik ore se na cat koken gjithe enverin komunizmin,1.0
R2K4IQGpiGM,@agronshametaj6403,moderatore mban dorën tek goja në momentin pyetje tregon jo profesionalizëm jo kofidente në atë po punës gjehet personi duhur jo personit gjehet puna,1.0
gG62Vu4qwsk,@user-tz7oq4jx6i,ktij greko filit qenka tja shkerdhesh ca mban pragu deresmashtrus dredharak mq duket vetja mire se shqiptaret,1.0
gG62Vu4qwsk,@xakedervishi3106,puu qifsha robt grek shkardhat,1.0
l2TYc4sf9dw,@user-cs1ct2tw7h,haj ate qe sthuhet sales se po vjefh takast popullit,0.0
HxuCXIgilFc,@southepirote7676,vare litar gjithe tradhtaret kombit duke filluar sali berishen,1.0
